EmplID,LastName,FirstName,Email
948815237,Doe,John,jd1@humboldt.edu
949572214,Doe,John,jd1@humboldt.edu
953207833,Doe,John,jd1@humboldt.edu
953230687,Doe,John,jd1@humboldt.edu
951364316,Doe,John,jd1@humboldt.edu
953129846,Doe,John,jd1@humboldt.edu
953209237,Doe,John,jd1@humboldt.edu
951101118,Doe,John,jd1@humboldt.edu
011140008,Doe,John,jd1@humboldt.edu
948620562,Doe,John,jd1@humboldt.edu
950689044,Doe,John,jd1@humboldt.edu
949157865,Doe,John,jd1@humboldt.edu
010687725,Doe,John,jd1@humboldt.edu
946849793,Doe,John,jd1@humboldt.edu
951542247,Doe,John,jd1@humboldt.edu
010679262,Doe,John,jd1@humboldt.edu
011435511,Doe,John,jd1@humboldt.edu
953269297,Doe,John,jd1@humboldt.edu
941112308,Doe,John,jd1@humboldt.edu
010542515,Doe,John,jd1@humboldt.edu
952910926,Doe,John,jd1@humboldt.edu
952998416,Doe,John,jd1@humboldt.edu
951586577,Doe,John,jd1@humboldt.edu
953176464,Doe,John,jd1@humboldt.edu
011834403,Doe,John,jd1@humboldt.edu
952957466,Doe,John,jd1@humboldt.edu
953469315,Doe,John,jd1@humboldt.edu
951080864,Doe,John,jd1@humboldt.edu
011316158,Doe,John,jd1@humboldt.edu
011284022,Doe,John,jd1@humboldt.edu
946766996,Doe,John,jd1@humboldt.edu
951212593,Doe,John,jd1@humboldt.edu
949105839,Doe,John,jd1@humboldt.edu
011037451,Doe,John,jd1@humboldt.edu
946700124,Doe,John,jd1@humboldt.edu
953084099,Doe,John,jd1@humboldt.edu
939977109,Doe,John,jd1@humboldt.edu
951097361,Doe,John,jd1@humboldt.edu
953090378,Doe,John,jd1@humboldt.edu
953258169,Doe,John,jd1@humboldt.edu
949233109,Doe,John,jd1@humboldt.edu
011270385,Doe,John,jd1@humboldt.edu
952013900,Doe,John,jd1@humboldt.edu
953480313,Doe,John,jd1@humboldt.edu
951060714,Doe,John,jd1@humboldt.edu
011340754,Doe,John,jd1@humboldt.edu
946565509,Doe,John,jd1@humboldt.edu
951069515,Doe,John,jd1@humboldt.edu
010988610,Doe,John,jd1@humboldt.edu
946756947,Doe,Jane,jd1@humboldt.edu
949507760,Doe,Jane,jd1@humboldt.edu
950680594,Doe,Jane,jd1@humboldt.edu
010364857,Doe,Jane,jd1@humboldt.edu
949258680,Doe,Jane,jd1@humboldt.edu
950650876,Doe,Jane,jd1@humboldt.edu
951555936,Doe,Jane,jd1@humboldt.edu
010465191,Doe,Jane,jd1@humboldt.edu
940913356,Doe,Jane,jd1@humboldt.edu
951468667,Doe,Jane,jd1@humboldt.edu
953315564,Doe,Jane,jd1@humboldt.edu
953410659,Doe,Jane,jd1@humboldt.edu
010448902,Doe,Jane,jd1@humboldt.edu
946505527,Doe,Jane,jd1@humboldt.edu
946862078,Doe,Jane,jd1@humboldt.edu
953166038,Doe,Jane,jd1@humboldt.edu
011884596,Doe,Jane,jd1@humboldt.edu
951647365,Doe,Jane,jd1@humboldt.edu
953475308,Doe,Jane,jd1@humboldt.edu
010708746,Doe,Jane,jd1@humboldt.edu
950918598,Doe,Jane,jd1@humboldt.edu
951166092,Doe,Jane,jd1@humboldt.edu
011096939,Doe,Jane,jd1@humboldt.edu
946875559,Doe,Jane,jd1@humboldt.edu
950911643,Doe,Jane,jd1@humboldt.edu
949465289,Doe,Jane,jd1@humboldt.edu
010591668,Doe,Jane,jd1@humboldt.edu
010753531,Doe,Jane,jd1@humboldt.edu
946895514,Doe,Jane,jd1@humboldt.edu
951104641,Doe,Jane,jd1@humboldt.edu
010514227,Doe,Jane,jd1@humboldt.edu
934240781,Doe,Jane,jd1@humboldt.edu
953315824,Doe,Jane,jd1@humboldt.edu
951118187,Doe,Jane,jd1@humboldt.edu
953174163,Doe,Jane,jd1@humboldt.edu
011284464,Doe,Jane,jd1@humboldt.edu
949301645,Doe,Jane,jd1@humboldt.edu
949400497,Doe,Jane,jd1@humboldt.edu
010503697,Doe,Jane,jd1@humboldt.edu
953465454,Doe,Jane,jd1@humboldt.edu
949941661,Doe,Jane,jd1@humboldt.edu
949396519,Doe,Jane,jd1@humboldt.edu
951354735,Doe,Jane,jd1@humboldt.edu
943411332,Doe,Jane,jd1@humboldt.edu
953123203,Doe,Jane,jd1@humboldt.edu
948158022,Doe,Jane,jd1@humboldt.edu
950147854,Doe,Jane,jd1@humboldt.edu
949174128,Doe,Jane,jd1@humboldt.edu
953111204,Doe,Jane,jd1@humboldt.edu
011559050,Doe,Jane,jd1@humboldt.edu
946412447,Doe,Jane,jd1@humboldt.edu
951255844,Doe,Jane,jd1@humboldt.edu
953334115,Doe,Jane,jd1@humboldt.edu
010414569,Doe,Jane,jd1@humboldt.edu
951927073,Doe,Jane,jd1@humboldt.edu
951038354,Doe,Jane,jd1@humboldt.edu
939721139,Doe,Jane,jd1@humboldt.edu
951214959,Doe,Jane,jd1@humboldt.edu
011442037,Doe,Jane,jd1@humboldt.edu
953250408,Doe,Jane,jd1@humboldt.edu
011009748,Doe,Jane,jd1@humboldt.edu
953214710,Doe,Jane,jd1@humboldt.edu
949451236,Doe,Jane,jd1@humboldt.edu
952988796,Doe,Jane,jd1@humboldt.edu
010471652,Doe,Jane,jd1@humboldt.edu
011305667,Doe,Jane,jd1@humboldt.edu
951114989,Doe,Jane,jd1@humboldt.edu
011437006,Doe,Jane,jd1@humboldt.edu
010422811,Doe,Jane,jd1@humboldt.edu
953410711,Doe,Jane,jd1@humboldt.edu
951129939,Doe,Jane,jd1@humboldt.edu
949314619,Doe,Jane,jd1@humboldt.edu
953155508,Doe,Jane,jd1@humboldt.edu
946152915,Doe,Jane,jd1@humboldt.edu
953372673,Doe,Jane,jd1@humboldt.edu
011394301,Doe,Jane,jd1@humboldt.edu
949264062,Doe,Jane,jd1@humboldt.edu
949326423,Doe,Jane,jd1@humboldt.edu
953098321,Doe,Jane,jd1@humboldt.edu
010396161,Doe,Jane,jd1@humboldt.edu
946776512,Doe,Jane,jd1@humboldt.edu
010482650,Doe,Jane,jd1@humboldt.edu
949093528,Doe,Jane,jd1@humboldt.edu
951136738,Doe,Jane,jd1@humboldt.edu
010421745,Doe,Jane,jd1@humboldt.edu
945034460,Doe,Jane,jd1@humboldt.edu
953139024,Doe,Jane,jd1@humboldt.edu
946509960,Doe,Jane,jd1@humboldt.edu
945252340,Doe,Jane,jd1@humboldt.edu
950804965,Doe,Jane,jd1@humboldt.edu
953137217,Doe,Jane,jd1@humboldt.edu
951075989,Doe,Jane,jd1@humboldt.edu
953414052,Doe,Jane,jd1@humboldt.edu
947224349,Doe,Jane,jd1@humboldt.edu
011844543,Doe,Jane,jd1@humboldt.edu
938560161,Doe,Jane,jd1@humboldt.edu
948820554,Doe,Jane,jd1@humboldt.edu
010436448,Doe,Jane,jd1@humboldt.edu
952100688,Doe,Jane,jd1@humboldt.edu
953398075,Doe,Jane,jd1@humboldt.edu
949324512,Doe,Jane,jd1@humboldt.edu
010282359,Doe,Jane,jd1@humboldt.edu
010432587,Doe,Jane,jd1@humboldt.edu
949225855,Doe,Jane,jd1@humboldt.edu
949173907,Doe,Jane,jd1@humboldt.edu
951069632,Doe,Jane,jd1@humboldt.edu
951182589,Doe,Jane,jd1@humboldt.edu
010485874,Doe,Jane,jd1@humboldt.edu
951959508,Doe,Jane,jd1@humboldt.edu
949128290,Doe,Jane,jd1@humboldt.edu
951116016,Doe,Jane,jd1@humboldt.edu
951499048,Doe,Jane,jd1@humboldt.edu
948904638,Doe,Jane,jd1@humboldt.edu
953223589,Doe,Jane,jd1@humboldt.edu
948904248,Doe,Jane,jd1@humboldt.edu
949345013,Doe,Jane,jd1@humboldt.edu
011290860,Doe,Jane,jd1@humboldt.edu
951055007,Doe,Jane,jd1@humboldt.edu
951286043,Doe,Jane,jd1@humboldt.edu
011315651,Doe,Jane,jd1@humboldt.edu
951037223,Doe,Jane,jd1@humboldt.edu
951139416,Doe,Jane,jd1@humboldt.edu
011293824,Doe,Jane,jd1@humboldt.edu
953387272,Doe,Jane,jd1@humboldt.edu
937130161,Doe,Jane,jd1@humboldt.edu
010359644,Doe,Jane,jd1@humboldt.edu
953107928,Doe,Jane,jd1@humboldt.edu
950968141,Doe,Jane,jd1@humboldt.edu
